Connected. Use ^D to exit.
-> ls -t /
Target             | Property              | Value                             
                   |                       | 0QeuneRWuDn8PZG4iruQMe4WYj8gWR3LDI
                   |                       | x+UwJxnWeuI7Altoe+Fh8jaVFD9N0xmRGP
                   |                       | w4X2eeEVVItQ7wHhRlmiG3ppqmpapQNEIM
                   |                       | uUGsguzjjB683x72kW4Z113bS9rgAAAIEA
                   |                       | tQG4viLlVpPv1y9W6aK4eCGLwWxM/b4+B7
                   |                       | EGzkUFiwRRHMcmx2+9VeQ/lHO1gsasbJRS
                   |                       | mlDDgZNBPJvRfr5ZPQFrMpBMkC4oZA+9Re
                   |                       | ZO3oBPzgOkm3uleYsEgs6m7pqnDhsz2X6O
                   |                       | /p5KxE8xarZTGY1EVzt5KkKymhtLUpqCyD
                   |                       | A=
/SP/services/ssh/  | fingerprint           | da:3f:64:6a:db:f2:4b:b6:71:6a:28:8
 keys/rsa          |                       | b:3a:99:ed:7e
/SP/services/ssh/  | length                | 1024
 keys/rsa          |                       | 
/SP/services/ssh/  | privatekey            | (Cannot show property)
 keys/rsa          |                       | 
/SP/services/ssh/  | publickey             | AAAAB3NzaC1yc2EAAAABIwAAAIEAxkgVIh
 keys/rsa          |                       | w2EjDyjO81wtZB7QS3R1M7xOMqo/vGDW0M
                   |                       | UQlubEmvqAZrFCH2cezkc45Isro43qRWwH
                   |                       | MA9cUv+ckqDP945cntqrQ3xY92st4pckLZ
                   |                       | ZUuucVSfZyDQZtaRNRWo3vTwq5l2zF1z15
                   |                       | 4fyYwQ5ZIuiqSAqmRr296P1YBk8UE=
/SP/services/sso   | state                 | enabled
/SP/sessions/2     | username              | root
/SP/sessions/2     | role                  | aucro
/SP/sessions/2     | starttime             | Sun Jan 23 11:28:55 2000
/SP/sessions/2     | type                  | shell
/SP/sessions/2     | mode                  | normal
/SP/sessions/26    | username              | root
/SP/sessions/26    | role                  | aucro
/SP/sessions/26    | starttime             | Sun Jan 23 11:58:30 2000
/SP/sessions/26    | type                  | console
/SP/sessions/26    | mode                  | normal
/SP/sessions/59    | username              | root
/SP/sessions/59    | role                  | aucro
/SP/sessions/59    | starttime             | Sun Jan 23 16:41:42 2000
/SP/sessions/59    | type                  | shell
/SP/sessions/59    | mode                  | normal
/SP/users/root     | role                  | aucro
/SP/users/root     | password              | *****
/SP/users/root/    | fingerprint           | (none)
 ssh/keys/1        |                       | 
/SP/users/root/    | algorithm             | (none)
 ssh/keys/1        |                       | 
/SP/users/root/    | embedded_comment      | (none)
 ssh/keys/1        |                       | 
/SP/users/root/    | bit_length            | (none)
 ssh/keys/1        |                       | 
/SP/users/root/    | load_uri              | (Cannot show property)
 ssh/keys/1        |                       | 
/SP/users/root/    | clear_action          | (Cannot show property)
 ssh/keys/1        |                       | 
/SP/users/root/    | fingerprint           | (none)
 ssh/keys/2        |                       | 
/SP/users/root/    | algorithm             | (none)
 ssh/keys/2        |                       | 
/SP/users/root/    | embedded_comment      | (none)
 ssh/keys/2        |                       | 
/SP/users/root/    | bit_length            | (none)
 ssh/keys/2        |                       | 
/SP/users/root/    | load_uri              | (Cannot show property)
 ssh/keys/2        |                       | 
/SP/users/root/    | clear_action          | (Cannot show property)
 ssh/keys/2        |                       | 
/SP/users/root/    | fingerprint           | (none)
 ssh/keys/3        |                       | 
/SP/users/root/    | algorithm             | (none)
 ssh/keys/3        |                       | 
/SP/users/root/    | embedded_comment      | (none)
 ssh/keys/3        |                       | 
/SP/users/root/    | bit_length            | (none)
 ssh/keys/3        |                       | 
/SP/users/root/    | load_uri              | (Cannot show property)
 ssh/keys/3        |                       | 
/SP/users/root/    | clear_action          | (Cannot show property)
 ssh/keys/3        |                       | 
/SP/users/root/    | fingerprint           | (none)
 ssh/keys/4        |                       | 
/SP/users/root/    | algorithm             | (none)
 ssh/keys/4        |                       | 
/SP/users/root/    | embedded_comment      | (none)
